category,repository,package,version,outcome,evaded_both,status,baseline_test,exploit_reproduces,granularity,units_total,units_kept,winning_transform,transform_layers,semgrep_fixed,semgrep_new_full,semgrep_new_minimal,semgrep_new_final,codeql_fixed,codeql_new_full,codeql_new_minimal,codeql_new_final,detected_by,semgrep_top_rules,codeql_top_rules,ci_strategy,ci_verdict,audit_new,repo_suspect,semgrep_messages,codeql_messages
redos,C2FO/fast-csv,fast-csv,4.3.5,benchmark-fail,,revert-applied-no-repro,fail,,line,5,,,,,,,,,,,,,,,,,,,,
redos,jshttp/forwarded,forwarded,0.1.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,4,2,,,0,0,0,0,n/a,,,,neither,,,exploit-minimal,preserved,0,,,
redos,jshttp/fresh,fresh,0.5.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,4,2,,,0,0,0,0,n/a,,,,neither,,,exploit-minimal,preserved,0,,,
redos,gulpjs/glob-parent,glob-parent,5.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,4,,,,,,,,,,,,,,,,,,,,
redos,highlightjs/highlight.js,highlight.js,10.4.0,benchmark-fail,,revert-applied-no-repro,fail,,hunk,78,,,,,,,,,,,,,,,,,,,,
redos,npm/hosted-git-info,hosted-git-info,3.0.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,2,1,,,0,0,0,0,n/a,,,,neither,,,exploit-minimal,preserved,0,,,
redos,remarkablemark/html-dom-parser,html-dom-parser,0.1.2,benchmark-fail,,revert-applied-no-repro,fail,,line,16,,,,,,,,,,,,,,,,,,,,
redos,HenrikJoreteg/html-parse-stringify,html-parse-stringify,2.0.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,3,2,,,0,0,0,0,n/a,,,,neither,,,ci-preserving-chunk,preserved,0,,,
redos,segmentio/is-email,is-email,1.0.0,ok,n/a (codeql),minimized+evaded (ci:baseline-already-broken),fail,yes,line,12,1,,,0,0,0,0,n/a,,,,neither,,,exploit-minimal,baseline-already-broken,0,,,
redos,mafintosh/is-my-json-valid,is-my-json-valid,2.20.1,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,4,1,,,2,0,0,0,n/a,,,,neither,,,exploit-minimal,preserved,0,,,
redos,sindresorhus/is-svg,is-svg,4.2.2,benchmark-fail,,revert-applied-no-repro,fail,,line,14,,,,,,,,,,,,,,,,,,,,
redos,MrRio/jsPDF,jspdf,2.1.1,benchmark-fail,,baseline-already-vulnerable: image-not-fixed,pass,,line,1,,,,,,,,,,,,,,,,,,,,
redos,locutusjs/locutus,locutus,2.0.10,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,
redos,lodash/lodash,lodash,4.17.4,benchmark-fail,,revert-applied-no-repro,fail,,line,8,,,,,,,,,,,,,,,,,,,,
redos,markdown-it/markdown-it,markdown-it,9.1.0,benchmark-fail,,revert-applied-no-repro,fail,,line,5,,,,,,,,,,,,,,,,,,,,
redos,markedjs/marked,marked,0.3.6,benchmark-fail,,revert-applied-no-repro,fail,,hunk,70,,,,,,,,,,,,,,,,,,,,
redos,expressjs/method-override,method-override,2.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,4,,,,,,,,,,,,,,,,,,,,
redos,broofa/node-mime,mime,1.4.0,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,
redos,isaacs/minimatch,minimatch,3.0.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,5,2,,,4,0,0,0,n/a,,,,neither,,,ci-preserving-chunk,preserved,0,,,
redos,hgoebl/mobile-detect.js,mobile-detect,1.3.6,benchmark-fail,,baseline-already-vulnerable: image-not-fixed,pass,,line,2,,,,,,,,,,,,,,,,,,,,
redos,vercel/ms,ms,0.7.0,ok,n/a (codeql),minimized+evaded (ci:none),fail,yes,line,1,1,,,1,0,0,0,n/a,,,,neither,,,exploit-minimal,none,0,,,
redos,NaturalNode/natural,natural,5.1.0,exploit-fail,,poc-self-fires-on-revert,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,sindresorhus/normalize-url,normalize-url,6.0.0,exploit-fail,n/a (codeql),minimized+evaded-EXPLOIT-BROKEN (ci:skipped),fail,no,line,2,2,,,1,0,0,0,n/a,,,,neither,,,exploit-minimal,skipped,0,,,
redos,npm/npm-user-validate,npm-user-validate,1.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,3,,,,,,,,,,,,,,,,,,,,
redos,fb55/nth-check,nth-check,2.0.0,ok,n/a (codeql),minimized+evaded (ci:baseline-already-broken),fail,yes,line,22,2,,,0,0,0,0,n/a,,,,neither,,,exploit-minimal,baseline-already-broken,0,,,
redos,mholt/PapaParse,papaparse,5.1.1,ok,n/a (codeql),minimized+evaded (ci:baseline-already-broken),fail,yes,line,1,1,,,6,0,0,0,n/a,,,,neither,,,exploit-minimal,baseline-already-broken,0,,,
redos,postcss/postcss,postcss,8.0.0,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,
redos,ramda/ramda,ramda,0.27.1,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,facebook/react-native,react-native,0.63.0-rc.0,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,
redos,pocketly/node-sanitize,sanitize,2.0.0,ok,n/a (codeql),minimized+evaded (ci:baseline-already-broken),fail,yes,line,4,1,,,2,0,0,0,n/a,,,,neither,,,exploit-minimal,baseline-already-broken,0,,,
redos,sindresorhus/semver-regex,semver-regex,3.1.1,benchmark-fail,,revert-applied-no-repro,fail,,line,4,,,,,,,,,,,,,,,,,,,,
redos,Khan/simple-markdown,simple-markdown,0.7.2,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,
redos,npm/ssri,ssri,8.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,3,,,,,,,,,,,,,,,,,,,,
redos,cronvel/terminal-kit,terminal-kit,2.1.0,ok,n/a (codeql),minimized+evaded (ci:baseline-already-broken),fail,yes,line,8,1,,,87,0,0,0,n/a,,,,neither,,,exploit-minimal,baseline-already-broken,0,,,
redos,mrdoob/three.js,three,0.122.0,benchmark-fail,,baseline-already-vulnerable: image-not-fixed,pass,,line,4,,,,,,,,,,,,,,,,,,,,
redos,daaku/nodejs-tmpl,tmpl,1.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,
redos,stevemao/trim-off-newlines,trim-off-newlines,1.0.0,ok,n/a (codeql),minimized+evaded (ci:baseline-already-broken),fail,yes,line,7,1,,,0,0,0,0,n/a,,,,neither,,,exploit-minimal,baseline-already-broken,0,,,
redos,FGRibreau/node-truncate,truncate,2.0.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,3,2,,,1,0,0,0,n/a,,,,neither,,,exploit-minimal,preserved,0,,,
redos,faisalman/ua-parser-js,ua-parser-js,0.7.22,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,johnhenry/valid-email,valid-email,0.0.1,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,tux-tn/validator.js,validator,13.5.2,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,
redos,websockets/ws,ws,7.0.0,exploit-fail,,poc-ignores-package,,,line,2,,,,,,,,,,,,,,,,,,,,
