category,package,version,cve_id,repository,repository_url,fixed_version,fix_commit_url,fix_commit_sha,source
prototype-pollution,deepref,1.1.1,CVE-2020-28274,isaymatato/deepref,https://github.com/isaymatato/deepref,1.2.1,https://github.com/isaymatato/deepref/commit/24935e6a1060cb09c641d3075982f0b44cfca4c2,24935e6a1060cb09c641d3075982f0b44cfca4c2,fixCommit
prototype-pollution,deeps,1.4.5,CVE-2020-7716,Salakar/deeps,https://github.com/Salakar/deeps,,,,npm
prototype-pollution,defaults-deep,0.2.0,CVE-2018-3723,jonschlinkert/defaults-deep,https://github.com/jonschlinkert/defaults-deep,0.2.4,https://github.com/jonschlinkert/defaults-deep/commit/c873f341327ad885ff4d0f23b3d3bca31b0343e5,c873f341327ad885ff4d0f23b3d3bca31b0343e5,fixCommit
prototype-pollution,defaults-deep,0.2.4,CVE-2018-16486,jonschlinkert/defaults-deep,https://github.com/jonschlinkert/defaults-deep,,,,npm
prototype-pollution,doc-path,2.0.0,CVE-2020-7772,mrodrig/doc-path,https://github.com/mrodrig/doc-path,2.3.0,https://github.com/mrodrig/doc-path/commit/3e2bb168cf303bffcd7fae5f8d05e5300c1541c7,3e2bb168cf303bffcd7fae5f8d05e5300c1541c7,fixCommit
prototype-pollution,dot-notes,3.2.0,CVE-2020-7717,whitfin/dot-notes,https://github.com/whitfin/dot-notes,,,,npm
prototype-pollution,dot-object,2.1.2,CVE-2019-10793,rhalff/dot-object,https://github.com/rhalff/dot-object,2.1.3,https://github.com/rhalff/dot-object/commit/f76cff5fe6d01d30ce110d8f454db2e5bd28a7de,f76cff5fe6d01d30ce110d8f454db2e5bd28a7de,fixCommit
prototype-pollution,dot-prop,2.0.0,CVE-2020-8116,sindresorhus/dot-prop,https://github.com/sindresorhus/dot-prop,5.1.1,https://github.com/sindresorhus/dot-prop/commit/3039c8c07f6fdaa8b595ec869ae0895686a7a0f2,3039c8c07f6fdaa8b595ec869ae0895686a7a0f2,fixCommit
prototype-pollution,dotty,0.0.1,CVE-2021-23624,deoxxa/dotty,https://github.com/deoxxa/dotty,0.1.2,https://github.com/deoxxa/dotty/commit/88f61860dcc274a07a263c32cbe9d44c24ef02d7,88f61860dcc274a07a263c32cbe9d44c24ef02d7,fixCommit
prototype-pollution,dset,1.0.0,CVE-2020-28277,lukeed/dset,https://github.com/lukeed/dset,2.1.0,,,npm
prototype-pollution,@eivifj/dot,1.0.2,CVE-2020-7639,eivindfjeldstad/dot,https://github.com/eivindfjeldstad/dot,1.0.3,https://github.com/eivindfjeldstad/dot/commit/774e4b0c97ca35d2ae40df2cd14428d37dd07a0b,774e4b0c97ca35d2ae40df2cd14428d37dd07a0b,fixCommit
prototype-pollution,eivindfjeldstad-dot,0.0.1,CVE-2020-7639,eivindfjeldstad/dot,https://github.com/eivindfjeldstad/dot,,https://github.com/eivindfjeldstad/dot/commit/774e4b0c97ca35d2ae40df2cd14428d37dd07a0b,774e4b0c97ca35d2ae40df2cd14428d37dd07a0b,fixCommit
prototype-pollution,expand-hash,1.0.1,CVE-2021-25948,doowb/expand-hash,https://github.com/doowb/expand-hash,,,,npm
prototype-pollution,extend-merge,1.0.5,,crysalead-js/extend-merge,https://github.com/crysalead-js/extend-merge,1.0.6,https://github.com/crysalead-js/extend-merge/commit/6c8dc4e4b5983fa3e85544716f8e347dea2ba3b0,6c8dc4e4b5983fa3e85544716f8e347dea2ba3b0,fixCommit
prototype-pollution,extend,3.0.1,CVE-2018-16492,justmoon/node-extend,https://github.com/justmoon/node-extend,3.0.2,https://github.com/justmoon/node-extend/commit/0e68e71d93507fcc391e398bc84abd0666b28190,0e68e71d93507fcc391e398bc84abd0666b28190,fixCommit
prototype-pollution,@fabiocaccamo/utils.js,0.17.0,CVE-2021-3815,fabiocaccamo/utils.js,https://github.com/fabiocaccamo/utils.js,,https://github.com/fabiocaccamo/utils.js/commit/102efafb291ce1916985514440d3bf8a6826890a,102efafb291ce1916985514440d3bf8a6826890a,fixCommit
prototype-pollution,fast-json-patch,2.0.4,,Starcounter-Jack/JSON-Patch,https://github.com/Starcounter-Jack/JSON-Patch,2.2.1,https://github.com/Starcounter-Jack/JSON-Patch/pull/219/commits/dd5d353f5d65888aeac91359484a73f0e2a9e5bd,dd5d353f5d65888aeac91359484a73f0e2a9e5bd,fixCommit
prototype-pollution,field,1.0.1,CVE-2020-28269,jprichardson/field,https://github.com/jprichardson/field,,,,npm
prototype-pollution,@firebase/util,0.3.2,CVE-2020-7765,firebase/firebase-js-sdk,https://github.com/firebase/firebase-js-sdk,0.3.4,,,npm
prototype-pollution,@firebase/util,0.3.3,CVE-2020-7765,firebase/firebase-js-sdk,https://github.com/firebase/firebase-js-sdk,0.3.4,https://github.com/firebase/firebase-js-sdk/commit/9cf727fcc3d049551b16ae0698ac33dc2fe45ada,9cf727fcc3d049551b16ae0698ac33dc2fe45ada,fixCommit
prototype-pollution,flat-wrap,1.0.2,,piyush44903/flat-wrap,https://github.com/piyush44903/flat-wrap,,,,npm
prototype-pollution,flat,5.0.0,CVE-2021-25927,hughsk/flat,https://github.com/hughsk/flat,5.0.1,,,fixCommit
prototype-pollution,flattenizer,0.0.5,CVE-2020-28279,sahellebusch/flattenizer,https://github.com/sahellebusch/flattenizer,1.1.1,,,npm
prototype-pollution,@fluentui/styles,0.47.15,,OfficeDev/office-ui-fabric-react,https://github.com/OfficeDev/office-ui-fabric-react,0.50.0,,,npm
prototype-pollution,gammautils,0.0.81,CVE-2020-7718,gammasoft/utils,https://github.com/gammasoft/utils,,,,npm
prototype-pollution,gedi,1.6.3,CVE-2020-7727,KoryNunn/gedi,https://github.com/KoryNunn/gedi,,,,npm
prototype-pollution,getobject,0.1.0,CVE-2020-28282,cowboy/node-getobject,https://github.com/cowboy/node-getobject,1.0.0,,,npm
prototype-pollution,getsetdeep,4.15.0,,bevry/getsetdeep,https://github.com/bevry/getsetdeep,,,,npm
prototype-pollution,grunt-util-property,0.0.2,CVE-2020-7641,mikaelkaron/grunt-util-property,https://github.com/mikaelkaron/grunt-util-property,,,,npm
prototype-pollution,hoek,5.0.0,CVE-2018-3728,hapijs/hoek,https://github.com/hapijs/hoek,5.0.3,https://github.com/hapijs/hoek/commit/32ed5c9413321fbc37da5ca81a7cbab693786dee,32ed5c9413321fbc37da5ca81a7cbab693786dee,fixCommit
prototype-pollution,i18next,19.7.0,,i18next/i18next,https://github.com/i18next/i18next,19.8.5,https://github.com/i18next/i18next/commit/932f5f662893376254d826e9b01dc4e4c0cd91c0,932f5f662893376254d826e9b01dc4e4c0cd91c0,fixCommit
prototype-pollution,@ianwalter/merge,9.0.1,CVE-2021-23397,ianwalter/merge,https://github.com/ianwalter/merge,,,,npm
prototype-pollution,immer,8.0.0,CVE-2021-23436,immerjs/immer,https://github.com/immerjs/immer,9.0.6,https://github.com/immerjs/immer/commit/fa671e55ee9bd42ae08cc239102b665a23958237,fa671e55ee9bd42ae08cc239102b665a23958237,fixCommit
prototype-pollution,ini-parser,0.0.2,CVE-2020-7617,rawiroaisen/node-ini-parser,https://github.com/rawiroaisen/node-ini-parser,,,,npm
prototype-pollution,ini,1.3.5,CVE-2020-7788,isaacs/ini,https://github.com/isaacs/ini,,,,npm
prototype-pollution,iniparserjs,1.0.4,CVE-2021-23328,tensoar/IniParser.js,https://github.com/tensoar/IniParser.js,,,,npm
prototype-pollution,inireader,1.0.0,,Ajnasz/IniReader,https://github.com/Ajnasz/IniReader,2.0.0,https://github.com/Ajnasz/IniReader/commit/c260e4e9050c731dbdb88e1d2e23e851528d3d93,c260e4e9050c731dbdb88e1d2e23e851528d3d93,fixCommit
prototype-pollution,ion-parser,0.5.2,CVE-2020-28462,Lepzulnag/ion-parser,https://github.com/Lepzulnag/ion-parser,,,,npm
prototype-pollution,jointjs,2.2.1,CVE-2021-23444,clientIO/joint,https://github.com/clientIO/joint,3.4.2,https://github.com/clientIO/joint/commit/e5bf89efef6d5ea572d66870ffd86560de7830a8,e5bf89efef6d5ea572d66870ffd86560de7830a8,fixCommit
prototype-pollution,jointjs,3.4.0,CVE-2021-23444,clientIO/joint,https://github.com/clientIO/joint,3.4.2,https://github.com/clientIO/joint/commit/e5bf89efef6d5ea572d66870ffd86560de7830a8,e5bf89efef6d5ea572d66870ffd86560de7830a8,fixCommit
prototype-pollution,jquery,1.11.0,CVE-2019-11358,jquery/jquery,https://github.com/jquery/jquery,3.4.0,https://github.com/jquery/jquery/commit/753d591aea698e57d6db58c9f722cd0808619b1b,753d591aea698e57d6db58c9f722cd0808619b1b,fixCommit
prototype-pollution,js-data,3.0.9,CVE-2021-23574,js-data/js-data,https://github.com/js-data/js-data,,https://github.com/js-data/js-data/pull/579/commits/44d69656ce22a0a0300f1e94eb6dcfefd9dcffa4,44d69656ce22a0a0300f1e94eb6dcfefd9dcffa4,fixCommit
prototype-pollution,js-extend,0.0.1,CVE-2021-25945,vmattos/js-extend,https://github.com/vmattos/js-extend,,,,npm
prototype-pollution,js-ini,1.2.0,CVE-2020-28461,Sdju/js-ini,https://github.com/Sdju/js-ini,1.3.0,https://github.com/Sdju/js-ini/commit/fa17efb7e3a7c9464508a254838d4c231784931e,fa17efb7e3a7c9464508a254838d4c231784931e,fixCommit
prototype-pollution,json-pointer,0.6.0,CVE-2021-23820,manuelstofer/json-pointer,https://github.com/manuelstofer/json-pointer,,https://github.com/manuelstofer/json-pointer/pull/34/files,,fixCommit
prototype-pollution,json-pointer,0.6.1,CVE-2021-23820,manuelstofer/json-pointer,https://github.com/manuelstofer/json-pointer,,,,npm
prototype-pollution,json-ptr,1.1.0,CVE-2021-23509,flitbit/json-ptr,https://github.com/flitbit/json-ptr,3.0.0,https://github.com/flitbit/json-ptr/commit/5dc458fbad1c382a2e3ca6d62e66ede3d92849ca,5dc458fbad1c382a2e3ca6d62e66ede3d92849ca,fixCommit
prototype-pollution,json-schema,0.3.0,CVE-2021-3918,kriszyp/json-schema,https://github.com/kriszyp/json-schema,0.4.0,https://github.com/kriszyp/json-schema/commit/22f146111f541d9737e832823699ad3528ca7741,22f146111f541d9737e832823699ad3528ca7741,fixCommit
prototype-pollution,json8-merge-patch,1.0.1,CVE-2020-8268,JSON8/merge-patch,https://github.com/JSON8/merge-patch,1.0.3,,,npm
prototype-pollution,jsonpointer,4.0.0,CVE-2021-23807,janl/node-jsonpointer,https://github.com/janl/node-jsonpointer,5.0.0,https://github.com/janl/node-jsonpointer/commit/a0345f3550cd9c4d89f33b126390202b89510ad4,a0345f3550cd9c4d89f33b126390202b89510ad4,fixCommit
prototype-pollution,just-extend,3.0.0,CVE-2018-16489,angus-c/just,https://github.com/angus-c/just,,,,npm
prototype-pollution,just-safe-set,1.0.0,CVE-2021-25952,angus-c/just,https://github.com/angus-c/just,2.2.2,https://github.com/angus-c/just/commit/dd57a476f4bb9d78c6f60741898dc04c71d2eb53,dd57a476f4bb9d78c6f60741898dc04c71d2eb53,fixCommit
prototype-pollution,keyd,1.3.4,,trenskow/keyd,https://github.com/trenskow/keyd,1.4.3,,,npm
prototype-pollution,keyget,2.2.0,CVE-2020-28272,rumkin/keyget,https://github.com/rumkin/keyget,2.3.0,https://github.com/rumkin/keyget/commit/17d15b6c75036eb429075a8cfeccfc18094dd2e2,17d15b6c75036eb429075a8cfeccfc18094dd2e2,fixCommit
prototype-pollution,libnested,1.5.0,CVE-2020-28283,dominictarr/libnested,https://github.com/dominictarr/libnested,1.5.1,https://github.com/dominictarr/libnested/commit/9619863a319ed1e5c19ddcbdbe3312f9cef72760,9619863a319ed1e5c19ddcbdbe3312f9cef72760,fixCommit
prototype-pollution,linux-cmdline,1.0.0,CVE-2020-7704,piranna/linux-cmdline,https://github.com/piranna/linux-cmdline,1.0.1,https://github.com/piranna/linux-cmdline/commit/53c61a88bc47eb25d71832205056beaab95cf677,53c61a88bc47eb25d71832205056beaab95cf677,fixCommit
prototype-pollution,locutus,2.0.11,CVE-2020-7719,kvz/locutus,https://github.com/kvz/locutus,2.0.12,,,npm
prototype-pollution,lodash,4.17.10,CVE-2019-10744,lodash/lodash,https://github.com/lodash/lodash,4.17.12,https://github.com/lodash/lodash/commit/1f8ea07746963a535385a5befc19fa687a627d2b,1f8ea07746963a535385a5befc19fa687a627d2b,fixCommit
prototype-pollution,lodash,4.17.11,CVE-2020-8203,lodash/lodash,https://github.com/lodash/lodash,4.17.16,,,npm
prototype-pollution,lodash,4.17.15,CVE-2020-8203,lodash/lodash,https://github.com/lodash/lodash,4.17.19,,,fixCommit
prototype-pollution,lodash,4.17.9,CVE-2018-16487,lodash/lodash,https://github.com/lodash/lodash,4.17.11,https://github.com/lodash/lodash/commit/90e6199a161b6445b01454517b40ef65ebecd2ad,90e6199a161b6445b01454517b40ef65ebecd2ad,fixCommit
prototype-pollution,lutils-merge,0.2.6,,nfour/lutils-merge,https://github.com/nfour/lutils-merge,,,,npm
prototype-pollution,lutils,2.4.0,CVE-2021-23396,nfour/lutils,https://github.com/nfour/lutils,,,,npm
prototype-pollution,@lyngs/digger,1.0.7,,ShookLyngs/digger,https://github.com/ShookLyngs/digger,,,,npm
prototype-pollution,@lyngs/merge,1.0.9,,ShookLyngs/merge,https://github.com/ShookLyngs/merge,,,,npm
prototype-pollution,madlib-object-utils,0.1.6,CVE-2020-7701,Qwerios/madlib-object-utils,https://github.com/Qwerios/madlib-object-utils,0.1.7,,,npm
prototype-pollution,mathjs,7.4.0,CVE-2020-7743,josdejong/mathjs,https://github.com/josdejong/mathjs,7.5.1,https://github.com/josdejong/mathjs/commit/ecb80514e80bce4e6ec7e71db8ff79954f07c57e,ecb80514e80bce4e6ec7e71db8ff79954f07c57e,fixCommit
prototype-pollution,merge-change,1.0.1,CVE-2021-23421,VladimirShestakov/merge-change,https://github.com/VladimirShestakov/merge-change,,,,links
prototype-pollution,merge-deep2,3.0.5,CVE-2021-23700,luyuan/merge-deep,https://github.com/luyuan/merge-deep,,,,npm
prototype-pollution,merge-deep,3.0.0,CVE-2021-26707,jonschlinkert/merge-deep,https://github.com/jonschlinkert/merge-deep,3.0.3,https://github.com/jonschlinkert/merge-deep/commit/e370968581413a2e5ffdbbf7c2f5094e0e0b3861,e370968581413a2e5ffdbbf7c2f5094e0e0b3861,fixCommit
prototype-pollution,merge-objects,1.0.3,CVE-2018-3753,shevaroller/node-merge-objects,https://github.com/shevaroller/node-merge-objects,,,,npm
prototype-pollution,merge-options,1.0.0,CVE-2018-3752,schnittstabil/merge-options,https://github.com/schnittstabil/merge-options,1.0.1,https://github.com/schnittstabil/merge-options/commit/d4a93bc2890455e0931ac0779667023e6cb101d4,d4a93bc2890455e0931ac0779667023e6cb101d4,fixCommit
prototype-pollution,merge-recursive,0.0.3,CVE-2018-3751,UmbraEngineering/node-merge-recursive,https://github.com/UmbraEngineering/node-merge-recursive,,,,npm
prototype-pollution,merge,2.1.0,CVE-2020-28499,yeikos/js.merge,https://github.com/yeikos/js.merge,,,,npm
prototype-pollution,mergify,1.0.2,,caub/mergify,https://github.com/caub/mergify,,,,npm
prototype-pollution,minimist,1.0.0,CVE-2020-7598,substack/minimist,https://github.com/substack/minimist,1.2.3,,,npm
prototype-pollution,mithril,1.0.0,,lhorie/mithril.js,https://github.com/lhorie/mithril.js,1.1.7,https://github.com/MithrilJS/mithril.js/commit/97fa1788c2184ff4b87fd3f558b7003f9eeee2b1,97fa1788c2184ff4b87fd3f558b7003f9eeee2b1,fixCommit
prototype-pollution,mixin-deep,1.3.0,CVE-2018-3719,jonschlinkert/mixin-deep,https://github.com/jonschlinkert/mixin-deep,1.3.1,https://github.com/jonschlinkert/mixin-deep/commit/578b0bc5e74e14de9ef4975f504dc698796bdf9c,578b0bc5e74e14de9ef4975f504dc698796bdf9c,fixCommit
prototype-pollution,mixin-deep,2.0.0,CVE-2019-10746,jonschlinkert/mixin-deep,https://github.com/jonschlinkert/mixin-deep,2.0.1,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,fixCommit
prototype-pollution,mootools,1.5.2,CVE-2021-23432,vsviridov/mootools-node,https://github.com/vsviridov/mootools-node,,,,npm
prototype-pollution,mout,1.0.0,CVE-2020-7792,mout/mout,https://github.com/mout/mout,1.2.3,,,npm
prototype-pollution,mpath,0.4.1,CVE-2021-23438,aheckmann/mpath,https://github.com/aheckmann/mpath,0.8.4,https://github.com/aheckmann/mpath/commit/89402d2880d4ea3518480a8c9847c541f2d824fc,89402d2880d4ea3518480a8c9847c541f2d824fc,fixCommit
prototype-pollution,mquery,3.2.1,,aheckmann/mquery,https://github.com/aheckmann/mquery,3.2.5,https://github.com/aheckmann/mquery/commit/158f059e058579d2d08c2f1380689f5f69336778,158f059e058579d2d08c2f1380689f5f69336778,fixCommit
prototype-pollution,multi-ini,2.1.0,CVE-2020-28448,evangelion1204/multi-ini,https://github.com/evangelion1204/multi-ini,2.1.1,,,npm
prototype-pollution,nconf-toml,0.0.1,CVE-2021-25946,RobLoach/nconf-toml,https://github.com/RobLoach/nconf-toml,,,,npm
prototype-pollution,nedb,1.8.0,CVE-2021-23395,louischatriot/nedb,https://github.com/louischatriot/nedb,,,,npm
prototype-pollution,nested-object-assign,1.0.3,CVE-2021-23329,Geta/NestedObjectAssign,https://github.com/Geta/NestedObjectAssign,1.0.4,,,npm
prototype-pollution,nested-property,0.0.5,,cosmosio/nested-property,https://github.com/cosmosio/nested-property,3.0.0,https://github.com/cosmosio/nested-property/commit/881cf37eb956641fc26011ff66a436eb603c89d1,881cf37eb956641fc26011ff66a436eb603c89d1,fixCommit
prototype-pollution,nestie,1.0.0,,lukeed/nestie,https://github.com/lukeed/nestie,1.0.2,https://github.com/lukeed/nestie/commit/c571c77928ecd7f256a935c7c3860f33dac4653f,c571c77928ecd7f256a935c7c3860f33dac4653f,fixCommit
prototype-pollution,nis-utils,0.6.10,CVE-2020-7703,nowitssimple/utils,https://github.com/nowitssimple/utils,,,,npm
prototype-pollution,node-dig,1.0.1,,ysm001/node-dig,https://github.com/ysm001/node-dig,,,,npm
prototype-pollution,node.extend,1.0.0,CVE-2018-16491,dreamerslab/node.extend,https://github.com/dreamerslab/node.extend,2.0.1,,,npm
prototype-pollution,node-forge,0.9.0,CVE-2020-7720,digitalbazaar/forge,https://github.com/digitalbazaar/forge,0.10.0,https://github.com/digitalbazaar/forge/commit/51228083550dde97701ac8e06c629a5184117562,51228083550dde97701ac8e06c629a5184117562,fixCommit
prototype-pollution,node-ini,1.0.0,,pastorbones/node-ini,https://github.com/pastorbones/node-ini,,,,npm
prototype-pollution,node-oojs,1.4.0,CVE-2020-7721,zhangziqiu/oojs,https://github.com/zhangziqiu/oojs,,,,npm
prototype-pollution,nodee-utils,1.2.2,CVE-2020-7722,nodee-apps/utils,https://github.com/nodee-apps/utils,1.2.3,https://github.com/nodee-apps/utils/commit/52460d936c52f03c9907bc99ac5e890970cef83c,52460d936c52f03c9907bc99ac5e890970cef83c,fixCommit
prototype-pollution,object-collider,1.0.3,CVE-2021-25914,FireBlinkLTD/object-collider,https://github.com/FireBlinkLTD/object-collider,1.0.4,https://github.com/FireBlinkLTD/object-collider/commit/321f75a7f8e7b3393e5b7dd6dd9ab26ede5906e5,321f75a7f8e7b3393e5b7dd6dd9ab26ede5906e5,fixCommit
prototype-pollution,object-path-set,1.0.0,CVE-2020-15256,skratchdot/object-path-set,https://github.com/skratchdot/object-path-set,1.0.1,https://github.com/skratchdot/object-path-set/commit/55f06d75abf5885f9cba3b7760acb38d7d7d06c0,55f06d75abf5885f9cba3b7760acb38d7d7d06c0,fixCommit
prototype-pollution,object-path,0.11.4,CVE-2020-15256,mariocasciaro/object-path,https://github.com/mariocasciaro/object-path,0.11.5,https://github.com/mariocasciaro/object-path/commit/2be3354c6c46215c7635eb1b76d80f1319403c68,2be3354c6c46215c7635eb1b76d80f1319403c68,fixCommit
prototype-pollution,object-path,0.11.4,CVE-2021-23434,mariocasciaro/object-path,https://github.com/mariocasciaro/object-path,0.11.6,https://github.com/mariocasciaro/object-path/commit/7bdf4abefd102d16c163d633e8994ef154cab9eb,7bdf4abefd102d16c163d633e8994ef154cab9eb,fixCommit
prototype-pollution,objection,2.0.0,CVE-2021-3766,vincit/objection.js,https://github.com/vincit/objection.js,3.0.0-alpha.5,https://github.com/vincit/objection.js/commit/b41aab8dcd78f426f7468dcda541a7aca18a66a6,b41aab8dcd78f426f7468dcda541a7aca18a66a6,fixCommit
prototype-pollution,objnest,5.0.0,,okunishinishi/node-objnest,https://github.com/okunishinishi/node-objnest,5.1.0,https://github.com/okunishinishi/node-objnest/commit/c541e1a775b562d63402a14dac9f8cbc52b116d7,c541e1a775b562d63402a14dac9f8cbc52b116d7,fixCommit
prototype-pollution,objtools,3.0.0,,zipscene/objtools,https://github.com/zipscene/objtools,,,,npm
prototype-pollution,objutil,2.17.3,,futurist/objutil,https://github.com/futurist/objutil,,,,npm
prototype-pollution,patchmerge,1.0.0,CVE-2021-25916,pjshumphreys/patchmerge,https://github.com/pjshumphreys/patchmerge,1.0.2,https://github.com/pjshumphreys/patchmerge/commit/5b383c537eae7a00ebd26d3f7211dac99ddecb12,5b383c537eae7a00ebd26d3f7211dac99ddecb12,fixCommit
