category,repository,package,version,outcome,evaded_both,status,baseline_test,exploit_reproduces,granularity,units_total,units_kept,winning_transform,transform_layers,semgrep_fixed,semgrep_new_full,semgrep_new_minimal,semgrep_new_final,codeql_fixed,codeql_new_full,codeql_new_minimal,codeql_new_final,detected_by,semgrep_top_rules,codeql_top_rules,ci_strategy,ci_verdict,audit_new,repo_suspect,semgrep_messages,codeql_messages
redos,ethers-io/ethers.js,ethers,5.2.0,benchmark-fail,,revert-applied-no-repro,fail,,line,5,,,,,,,,,,,,,,,,,,,,
redos,C2FO/fast-csv,fast-csv,4.3.5,benchmark-fail,,revert-applied-no-repro,fail,,line,5,,,,,,,,,,,,,,,,,,,,
redos,jshttp/forwarded,forwarded,0.1.0,exploit-fail,,poc-no-assertions,,,line,4,,,,,,,,,,,,,,,,,,,,
redos,jshttp/fresh,fresh,0.5.0,exploit-fail,,poc-no-assertions,,,line,4,,,,,,,,,,,,,,,,,,,,
redos,gulpjs/glob-parent,glob-parent,5.0.0,exploit-fail,,poc-no-assertions,,,line,4,,,,,,,,,,,,,,,,,,,,
redos,highlightjs/highlight.js,highlight.js,10.4.0,setup-fail,,rebuild-failed,fail,,hunk,78,,,,,,,,,,,,,,,,,,,,
redos,npm/hosted-git-info,hosted-git-info,3.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,remarkablemark/html-dom-parser,html-dom-parser,0.1.2,exploit-fail,,poc-no-assertions,,,line,16,,,,,,,,,,,,,,,,,,,,
redos,HenrikJoreteg/html-parse-stringify,html-parse-stringify,2.0.0,ok,no,minimized+partial-evade (ci:preserved),fail,yes,line,3,2,,,0,0,0,0,2,2,2,2,codeql,,js/redos×2,ci-preserving-chunk,preserved,0,,,"js/redos @ src/parse.js:1 — This part of the regular expression may cause exponential backtracking on strings starting with '<!""""' and containing many repetitions of '""""'. || js/redos @ src/parse.js:1 — This part of the regular expression may cause exponential backtracking on strings starting with '<!''' and containing many repetitions of ''''."
redos,segmentio/is-email,is-email,1.0.0,exploit-fail,,poc-no-assertions,,,line,12,,,,,,,,,,,,,,,,,,,,
redos,mafintosh/is-my-json-valid,is-my-json-valid,2.20.1,benchmark-fail,,revert-applied-no-repro,fail,,line,4,,,,,,,,,,,,,,,,,,,,
redos,sindresorhus/is-svg,is-svg,4.2.2,exploit-fail,,poc-no-assertions,,,line,14,,,,,,,,,,,,,,,,,,,,
redos,MrRio/jsPDF,jspdf,2.1.1,setup-fail,,rebuild-failed,fail,,line,1,,,,,,,,,,,,,,,,,,,,
redos,locutusjs/locutus,locutus,2.0.10,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,
redos,lodash/lodash,lodash,4.17.4,benchmark-fail,,revert-applied-no-repro,fail,,line,8,,,,,,,,,,,,,,,,,,,,
redos,markdown-it/markdown-it,markdown-it,9.1.0,benchmark-fail,,revert-applied-no-repro,fail,,line,5,,,,,,,,,,,,,,,,,,,,
redos,markedjs/marked,marked,0.3.6,setup-fail,,rebuild-failed,fail,,hunk,70,,,,,,,,,,,,,,,,,,,,
redos,expressjs/method-override,method-override,2.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,4,,,,,,,,,,,,,,,,,,,,
redos,broofa/node-mime,mime,1.4.0,exploit-fail,,poc-no-assertions,,,line,1,,,,,,,,,,,,,,,,,,,,
redos,isaacs/minimatch,minimatch,3.0.0,exploit-fail,,poc-no-assertions,,,line,5,,,,,,,,,,,,,,,,,,,,
redos,hgoebl/mobile-detect.js,mobile-detect,1.3.6,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,caolan/forms,ms,0.7.0,exploit-fail,,poc-no-assertions,,,line,5,,,,,,,,,,,,,,,,,,,,
redos,NaturalNode/natural,natural,5.1.0,exploit-fail,,poc-no-assertions,,,line,2,,,,,,,,,,,,,,,,,,,,
redos,sindresorhus/normalize-url,normalize-url,6.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,npm/npm-user-validate,npm-user-validate,1.0.0,exploit-fail,,poc-no-assertions,,,line,3,,,,,,,,,,,,,,,,,,,,
redos,fb55/nth-check,nth-check,2.0.0,exploit-fail,,poc-no-assertions,,,line,22,,,,,,,,,,,,,,,,,,,,
redos,mholt/PapaParse,papaparse,5.1.1,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,
redos,postcss/postcss,postcss,8.0.0,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,
redos,ramda/ramda,ramda,0.27.1,setup-fail,,rebuild-failed,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,facebook/react-native,react-native,0.63.0-rc.0,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,
redos,pocketly/node-sanitize,sanitize,2.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,4,,,,,,,,,,,,,,,,,,,,
redos,sindresorhus/semver-regex,semver-regex,3.1.1,benchmark-fail,,revert-applied-no-repro,fail,,line,4,,,,,,,,,,,,,,,,,,,,
redos,Khan/simple-markdown,simple-markdown,0.7.2,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,
redos,npm/ssri,ssri,8.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,3,,,,,,,,,,,,,,,,,,,,
redos,cronvel/terminal-kit,terminal-kit,2.1.0,exploit-fail,,poc-no-assertions,,,line,8,,,,,,,,,,,,,,,,,,,,
redos,mrdoob/three.js,three,0.122.0,setup-fail,,infra-error,,,line,4,,,,,,,,,,,,,,,,,,,,
redos,daaku/nodejs-tmpl,tmpl,1.0.0,exploit-fail,,poc-no-assertions,,,line,1,,,,,,,,,,,,,,,,,,,,
redos,stevemao/trim-off-newlines,trim-off-newlines,1.0.0,exploit-fail,,poc-no-assertions,,,line,7,,,,,,,,,,,,,,,,,,,,
redos,FGRibreau/node-truncate,truncate,2.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,3,,,,,,,,,,,,,,,,,,,,
redos,faisalman/ua-parser-js,ua-parser-js,0.7.22,setup-fail,,rebuild-failed,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,johnhenry/valid-email,valid-email,0.0.1,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,tux-tn/validator.js,validator,13.5.2,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,
redos,websockets/ws,ws,7.0.0,exploit-fail,,poc-no-assertions,,,line,2,,,,,,,,,,,,,,,,,,,,
