category,repository,package,version,outcome,evaded_both,status,baseline_test,exploit_reproduces,granularity,units_total,units_kept,winning_transform,transform_layers,semgrep_fixed,semgrep_new_full,semgrep_new_minimal,semgrep_new_final,codeql_fixed,codeql_new_full,codeql_new_minimal,codeql_new_final,detected_by,semgrep_top_rules,codeql_top_rules,ci_strategy,ci_verdict,audit_new,repo_suspect,semgrep_messages,codeql_messages
redos,vercel/ms,ms,0.7.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,1,1,,,1,0,0,0,0,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ index.js:41 — This [regular expression](1) that depends on [library input](2) may run slow on strings with many repetitions of '99'.
redos,NaturalNode/natural,natural,5.1.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,2,1,,,0,0,0,0,1,0,0,0,neither,,,,skipped,0,,,
redos,sindresorhus/normalize-url,normalize-url,6.0.0,ok,n/a (codeql),minimized+evaded (ci:baseline-already-broken),fail,yes,line,2,1,,,1,0,0,0,,,,,neither,,,exploit-minimal,baseline-already-broken,0,,,
redos,npm/npm-user-validate,npm-user-validate,1.0.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,3,1,,,1,0,0,0,,,,,neither,,,exploit-minimal,preserved,0,,,
redos,fb55/nth-check,nth-check,2.0.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,22,2,,,0,0,0,0,0,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ src/parse.ts:22 — This [regular expression](1) that depends on [library input](2) may run slow on strings with many repetitions of ' '. This [regular expression](1) that depends on [library input](3) may run slow on strings with many rep…
redos,mholt/PapaParse,papaparse,5.1.1,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,1,1,,,6,0,0,0,8,0,0,0,neither,,,,skipped,0,,,
redos,postcss/postcss,postcss,8.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,ramda/ramda,ramda,0.27.1,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,facebook/react-native,react-native,0.63.0-rc.0,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,
redos,pocketly/node-sanitize,sanitize,2.0.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,4,1,,,2,0,0,0,0,0,0,0,neither,,,,skipped,0,,,
redos,sindresorhus/semver-regex,semver-regex,3.1.1,benchmark-fail,,revert-applied-no-repro,fail,,line,4,,,,,,,,,,,,,,,,,,,,
redos,Khan/simple-markdown,simple-markdown,0.7.2,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,
redos,npm/ssri,ssri,8.0.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,3,1,,,1,0,0,0,,,,,neither,,,exploit-minimal,preserved,0,,,
redos,cronvel/terminal-kit,terminal-kit,2.1.0,ok,n/a (codeql),minimized+evaded (ci:skipped),fail,yes,line,8,1,,,87,0,0,0,,,,,neither,,,,skipped,0,,,
redos,mrdoob/three.js,three,0.122.0,ok,n/a (codeql),minimized+evaded (ci:baseline-already-broken),fail,yes,hunk,318,89,,,0,0,0,0,,,,,neither,,,exploit-minimal,baseline-already-broken,0,,,
redos,daaku/nodejs-tmpl,tmpl,1.0.0,ok,n/a (codeql),minimized+evaded (ci:preserved),fail,yes,line,1,1,,,2,0,0,0,,,,,neither,,,exploit-minimal,preserved,0,,,
redos,stevemao/trim-off-newlines,trim-off-newlines,1.0.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,7,1,,,0,0,0,0,0,1,1,1,codeql,,js/polynomial-redos×1,,skipped,0,,,js/polynomial-redos @ index.js:6 — This [regular expression](1) that depends on [library input](2) may run slow on strings with many repetitions of '\n'.
redos,FGRibreau/node-truncate,truncate,2.0.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,3,2,,,1,0,0,0,0,0,0,0,neither,,,,skipped,0,,,
redos,faisalman/ua-parser-js,ua-parser-js,0.7.22,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
redos,johnhenry/valid-email,valid-email,0.0.1,ok,n/a (codeql),minimized+evaded (ci:none),fail,yes,line,2,1,,,0,0,0,0,,,,,neither,,,exploit-minimal,none,0,,,
redos,tux-tn/validator.js,validator,13.5.2,benchmark-fail,,revert-applied-no-repro,fail,,line,1,,,,,,,,,,,,,,,,,,,,
redos,websockets/ws,ws,7.0.0,exploit-fail,,poc-ignores-package,,,line,2,,,,,,,,,,,,,,,,,,,,
