category,repository,package,version,outcome,evaded_both,status,baseline_test,exploit_reproduces,granularity,units_total,units_kept,winning_transform,transform_layers,semgrep_fixed,semgrep_new_full,semgrep_new_minimal,semgrep_new_final,codeql_fixed,codeql_new_full,codeql_new_minimal,codeql_new_final,detected_by,semgrep_top_rules,codeql_top_rules,ci_strategy,ci_verdict,audit_new,repo_suspect,semgrep_messages,codeql_messages
prototype-pollution,steveukx/properties,properties-reader,2.0.0,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,3,1,pp-guard-mention(decoy),decoy,5,1,1,0,3,1,1,1,codeql,,js/prototype-polluting-assignment×1,exploit-minimal,skipped,0,,,js/prototype-polluting-assignment @ src/properties-reader.js:225 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1).
prototype-pollution,jquense/expr,property-expr,2.0.2,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,20,1,,,8,0,0,0,1,0,0,0,neither,,,exploit-minimal,skipped,0,,,
prototype-pollution,ardalanamini/prototyped.js,prototyped.js,2.0.0,exploit-fail,,poc-no-assertions,,,line,2,,,,,,,,,,,,,,,,,,,,
prototype-pollution,panates/putil-merge,putil-merge,3.0.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,2,1,,,0,0,0,0,3,0,0,0,neither,,,exploit-minimal,skipped,0,,,
prototype-pollution,diegohaz/querymen,querymen,2.1.3,setup-fail,,infra-error,,,line,4,,,,,,,,,,,,,,,,,,,,
prototype-pollution,jessie-codes/safe-flat,safe-flat,2.0.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,3,1,,,1,1,0,0,0,0,0,0,neither,,,exploit-minimal,skipped,0,,,
prototype-pollution,monsterkodi/sds,sds,3.2.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,9,1,pp-guard-mention(decoy),decoy,3,1,1,0,6,0,0,0,neither,,,exploit-minimal,skipped,0,,,
prototype-pollution,doowb/set-getter,set-getter,0.1.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,7,1,pp-assign->helper-set,sink,1,1,1,0,0,0,0,0,neither,,,exploit-minimal,skipped,0,,,
prototype-pollution,ahdinosaur/set-in,set-in,1.0.0,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,5,1,,,0,0,0,0,0,1,0,0,neither,,,exploit-minimal,skipped,0,,,
prototype-pollution,react-atomic/react-atomic-organism,set-object-value,0.0.5,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,react-atomic/react-atomic-organism,,
prototype-pollution,IonicaBizau/set-or-get.js,set-or-get,1.2.10,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,1,1,,,0,0,0,0,0,0,0,0,neither,,,exploit-minimal,skipped,0,,,
prototype-pollution,jonschlinkert/set-value,set-value,3.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
prototype-pollution,robinvdvleuten/shvl,shvl,2.0.1,benchmark-fail,,baseline-already-vulnerable: image-not-fixed,pass,,line,2,,,,,,,,,,,,,,,,,,,,
prototype-pollution,stampit-org/supermixer,supermixer,1.0.3,setup-fail,,rebuild-failed,fail,,line,2,,,,,,,,,,,,,,,,,,,,
prototype-pollution,nolimits4web/swiper,swiper,6.5.0,setup-fail,,rebuild-failed,fail,,line,1,,,,,,,,,,,,,,,,,,,,
prototype-pollution,thinkjs/think-config,think-config,1.0.0,benchmark-fail,,revert-applied-no-repro,fail,,line,2,,,,,,,,,,,,,,,,,,,,
prototype-pollution,totaljs/framework,total.js,3.4.6,ok,n/a (codeql),minimized+evaded (ci:skipped),fail,yes,line,1,1,,,18,0,0,0,,,,,neither,,,exploit-minimal,skipped,0,totaljs/framework,,
prototype-pollution,cronvel/tree-kit,tree-kit,0.6.1,ok,no,minimized+partial-evade (ci:skipped),fail,yes,line,57,3,,,5,1,1,1,14,26,12,12,both,prototype-pollution-loop×1,js/prototype-polluting-assignment×12,exploit-minimal,skipped,0,,"prototype-pollution-loop @ lib/dotPath.js:101 — Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicio…",js/prototype-polluting-assignment @ lib/dotPath.js:98 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library in… || js/prototype-polluting-assignment @ lib/dotPath.js:126 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || js/prototype-polluting-assignment @ lib/dotPath.js:146 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || js/prototype-polluting-assignment @ lib/dotPath.js:167 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || js/prototype-polluting-assignment @ lib/dotPath.js:188 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || js/prototype-polluting-assignment @ lib/dotPath.js:208 — This assignment may alter Object.prototype if a malicious '__proto__' string is injected from [library input](1). || (+6 more)
prototype-pollution,justinlettau/ts-dot-prop,ts-dot-prop,1.4.0,setup-fail,,image-failed,,,,,,,,,,,,,,,,,,,,,,,,
prototype-pollution,remy/undefsafe,undefsafe,2.0.2,ok,yes,minimized+evaded (ci:skipped),fail,yes,line,2,1,,,1,0,0,0,0,0,0,0,neither,,,exploit-minimal,skipped,0,,,
prototype-pollution,xcritical-software/utilitify,utilitify,1.0.2,setup-fail,,revert-apply-failed,fail,,line,6,,,,,,,,,,,,,,,,,,,,
